Gene stable ID,Gene stable ID version,Mouse gene stable ID,Mouse gene name,Chromosome/scaffold name,Gene name
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000095821,Tcstv3,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000078537,B020031M17Rik,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000096175,Gm21761,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000095653,Gm21818,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000095071,AF067061,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000094237,AF067063,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000096284,Tcstv1,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000063846,Gm21731,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000095514,D13Ertd608e,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000094027,Gm21762,ML112655.1,
ENSPEMG00000028871,ENSPEMG00000028871.1,ENSMUSG00000096323,Gm20767,ML112655.1,
ENSPEMG00000006485,ENSPEMG00000006485.2,ENSMUSG00000041712,Ubr7,14,Ubr7
ENSPEMG00000017506,ENSPEMG00000017506.2,ENSMUSG00000031591,Asah1,17,Asah1
ENSPEMG00000024693,ENSPEMG00000024693.1,,,ML112656.1,U6
ENSPEMG00000021981,ENSPEMG00000021981.2,ENSMUSG00000022544,Eef2kmt,8,Eef2kmt
ENSPEMG00000008343,ENSPEMG00000008343.2,ENSMUSG00000021922,Itih4,9,Itih4
ENSPEMG00000018854,ENSPEMG00000018854.2,ENSMUSG00000071847,Apcdd1,19,Apcdd1
ENSPEMG00000026816,ENSPEMG00000026816.1,,,22,
ENSPEMG00000005111,ENSPEMG00000005111.2,ENSMUSG00000040506,Ambra1,4,Ambra1
ENSPEMG00000022806,ENSPEMG00000022806.2,ENSMUSG00000039427,Alg1,8,Alg1
ENSPEMG00000020648,ENSPEMG00000020648.2,ENSMUSG00000002379,Ndufa11,22,Ndufa11
ENSPEMG00000026697,ENSPEMG00000026697.1,ENSMUSG00002076760,5S_rRNA,13,5S_rRNA
ENSPEMG00000018999,ENSPEMG00000018999.2,ENSMUSG00000041702,Btbd7,14,Btbd7
ENSPEMG00000017100,ENSPEMG00000017100.2,ENSMUSG00000024581,Napg,19,Napg
ENSPEMG00000016736,ENSPEMG00000016736.2,ENSMUSG00000032068,Plet1,7,Plet1
ENSPEMG00000025903,ENSPEMG00000025903.1,ENSMUSG00000032067,Pts,7,Pts
ENSPEMG00000022580,ENSPEMG00000022580.2,ENSMUSG00000037482,Erv3,4,Erv3
ENSPEMG00000019648,ENSPEMG00000019648.2,ENSMUSG00000071890,Mroh9,11,Mroh9
ENSPEMG00000028335,ENSPEMG00000028335.1,ENSMUSG00000079037,Prnp,4,Prnp
ENSPEMG00000025579,ENSPEMG00000025579.1,ENSMUSG00000098754,Prn,4,
ENSPEMG00000025579,ENSPEMG00000025579.1,ENSMUSG00000027338,Prnd,4,
ENSPEMG00000030284,ENSPEMG00000030284.1,ENSMUSG00000027339,Rassf2,4,Rassf2
ENSPEMG00000007890,ENSPEMG00000007890.2,ENSMUSG00000034336,Ina,1,Ina
ENSPEMG00000015477,ENSPEMG00000015477.2,ENSMUSG00000015745,Plekho1,6,Plekho1
ENSPEMG00000015323,ENSPEMG00000015323.2,ENSMUSG00000032066,Bco2,7,Bco2
ENSPEMG00000026870,ENSPEMG00000026870.1,ENSMUSG00000048371,Pdp2,5,Pdp2
ENSPEMG00000026257,ENSPEMG00000026257.1,ENSMUSG00000070214,Gm23058,1,U6
ENSPEMG00000009187,ENSPEMG00000009187.2,ENSMUSG00000031883,Car7,5,Car7
ENSPEMG00000000683,ENSPEMG00000000683.2,ENSMUSG00000051669,AU021092,8,AU021092
ENSPEMG00000029424,ENSPEMG00000029424.1,,,16,
ENSPEMG00000025207,ENSPEMG00000025207.1,,,11,5S_rRNA
ENSPEMG00000031186,ENSPEMG00000031186.1,,,22,
ENSPEMG00000018774,ENSPEMG00000018774.2,ENSMUSG00000015747,Vps45,6,Vps45
ENSPEMG00000028455,ENSPEMG00000028455.1,,,1,
ENSPEMG00000006441,ENSPEMG00000006441.2,,,16,
ENSPEMG00000024810,ENSPEMG00000024810.1,ENSMUSG00000043319,Cox8c,14,Cox8c
ENSPEMG00000014960,ENSPEMG00000014960.2,ENSMUSG00000039481,Nrtn,22,Nrtn
ENSPEMG00000003171,ENSPEMG00000003171.2,ENSMUSG00000025050,Pcgf6,1,Pcgf6
ENSPEMG00000026300,ENSPEMG00000026300.1,ENSMUSG00000032065,Tex12,7,Tex12
ENSPEMG00000030948,ENSPEMG00000030948.1,,,14,U1
ENSPEMG00000018656,ENSPEMG00000018656.2,,,20,
ENSPEMG00000027775,ENSPEMG00000027775.1,,,14,U1
ENSPEMG00000020784,ENSPEMG00000020784.2,ENSMUSG00000007603,Dus3l,22,Dus3l
ENSPEMG00000015813,ENSPEMG00000015813.2,,,15,
ENSPEMG00000010831,ENSPEMG00000010831.2,ENSMUSG00000039217,Il18,7,Il18
ENSPEMG00000022417,ENSPEMG00000022417.2,ENSMUSG00000023143,Nagpa,8,Nagpa
ENSPEMG00000024750,ENSPEMG00000024750.1,ENSMUSG00000042650,Alkbh5,8,Alkbh5
ENSPEMG00000004946,ENSPEMG00000004946.2,ENSMUSG00000031878,Nae1,5,Nae1
ENSPEMG00000007344,ENSPEMG00000007344.2,ENSMUSG00000028864,Hgf,3,Hgf
ENSPEMG00000014914,ENSPEMG00000014914.2,ENSMUSG00000000355,Mcts1,X,Mcts1
ENSPEMG00000013052,ENSPEMG00000013052.2,ENSMUSG00000080717,B230307C23Rik,6,
ENSPEMG00000013052,ENSPEMG00000013052.2,ENSMUSG00000116673,A630089N07Rik,6,
ENSPEMG00000013052,ENSPEMG00000013052.2,ENSMUSG00000059423,Zfp933,6,
ENSPEMG00000013052,ENSPEMG00000013052.2,ENSMUSG00000090015,Gm15446,6,
ENSPEMG00000013052,ENSPEMG00000013052.2,ENSMUSG00000066613,Zfp932,6,
ENSPEMG00000013052,ENSPEMG00000013052.2,ENSMUSG00000072762,4930522L14Rik,6,
ENSPEMG00000006455,ENSPEMG00000006455.2,,,8,
ENSPEMG00000030134,ENSPEMG00000030134.1,,,6,
ENSPEMG00000017310,ENSPEMG00000017310.2,ENSMUSG00000036281,Snapc4,4,Snapc4
ENSPEMG00000025409,ENSPEMG00000025409.1,ENSMUSG00000094462,Gm21028,6,
ENSPEMG00000000892,ENSPEMG00000000892.2,ENSMUSG00000034773,Hrob,8,Hrob
ENSPEMG00000000879,ENSPEMG00000000879.2,ENSMUSG00000020536,Llgl1,8,Llgl1
ENSPEMG00000008902,ENSPEMG00000008902.2,,,X,
ENSPEMG00000026230,ENSPEMG00000026230.1,ENSMUSG00000063888,Rpl7l1,6,
ENSPEMG00000014824,ENSPEMG00000014824.2,ENSMUSG00000090273,Prr22,22,Prr22
ENSPEMG00000027252,ENSPEMG00000027252.1,,,12,
ENSPEMG00000016557,ENSPEMG00000016557.2,ENSMUSG00000030407,Qpctl,1,Qpctl
ENSPEMG00000030583,ENSPEMG00000030583.1,ENSMUSG00000048385,Scrt1,20,Scrt1
ENSPEMG00000030361,ENSPEMG00000030361.1,ENSMUSG00000065825,Gm26314,6,U6
ENSPEMG00000024437,ENSPEMG00000024437.1,,,ML112656.1,
ENSPEMG00000029542,ENSPEMG00000029542.1,ENSMUSG00000045132,Olfr620,1,Olfr620
ENSPEMG00000030383,ENSPEMG00000030383.1,ENSMUSG00000043289,Mei4,7,Mei4
ENSPEMG00000021939,ENSPEMG00000021939.2,ENSMUSG00000029672,Fam3c,1,
ENSPEMG00000012576,ENSPEMG00000012576.2,ENSMUSG00000050428,Fbxo46,1,Fbxo46
ENSPEMG00000016813,ENSPEMG00000016813.2,ENSMUSG00000025373,Rnf41,18,Rnf41
ENSPEMG00000025058,ENSPEMG00000025058.1,ENSMUSG00000116376,Tmem249,20,Tmem249
ENSPEMG00000021960,ENSPEMG00000021960.2,ENSMUSG00000091712,Sec14l5,8,Sec14l5
ENSPEMG00000027196,ENSPEMG00000027196.1,ENSMUSG00000050085,Olfr622,1,Olfr622
ENSPEMG00000024731,ENSPEMG00000024731.1,ENSMUSG00000000171,Sdhd,7,Sdhd
ENSPEMG00000000410,ENSPEMG00000000410.2,ENSMUSG00000034768,Asb16,8,Asb16
ENSPEMG00000011376,ENSPEMG00000011376.2,ENSMUSG00000085601,Meiosin,1,Meiosin
ENSPEMG00000022443,ENSPEMG00000022443.2,,,1,
ENSPEMG00000017883,ENSPEMG00000017883.2,ENSMUSG00000038084,Opa1,12,Opa1
ENSPEMG00000012292,ENSPEMG00000012292.2,,,20,
ENSPEMG00000029314,ENSPEMG00000029314.1,ENSMUSG00000039016,Timm8b,7,Timm8b
ENSPEMG00000018010,ENSPEMG00000018010.2,ENSMUSG00000034757,Tmub2,8,Tmub2
ENSPEMG00000028935,ENSPEMG00000028935.1,ENSMUSG00000094822,Olfr243,1,
ENSPEMG00000028935,ENSPEMG00000028935.1,ENSMUSG00000096516,Olfr628,1,
ENSPEMG00000009196,ENSPEMG00000009196.2,ENSMUSG00000059820,Nkapd1,7,Nkapd1
ENSPEMG00000015968,ENSPEMG00000015968.2,,,ML112658.1,
ENSPEMG00000015631,ENSPEMG00000015631.2,ENSMUSG00000025986,Slc39a10,13,Slc39a10
ENSPEMG00000013415,ENSPEMG00000013415.2,ENSMUSG00000025374,Nabp2,18,Nabp2
ENSPEMG00000017387,ENSPEMG00000017387.2,ENSMUSG00000028341,Nr4a3,2,Nr4a3
ENSPEMG00000010716,ENSPEMG00000010716.2,ENSMUSG00000018589,Glra2,X,Glra2
ENSPEMG00000004212,ENSPEMG00000004212.2,ENSMUSG00000023286,Ube2j2,2,Ube2j2
ENSPEMG00000008439,ENSPEMG00000008439.2,ENSMUSG00000031592,Pcm1,17,Pcm1
ENSPEMG00000029136,ENSPEMG00000029136.1,ENSMUSG00000043903,Zfp469,5,Zfp469
ENSPEMG00000019719,ENSPEMG00000019719.2,ENSMUSG00000026586,Prrx1,11,Prrx1
ENSPEMG00000017542,ENSPEMG00000017542.2,ENSMUSG00000005474,Myl10,23,Myl10
ENSPEMG00000021291,ENSPEMG00000021291.2,ENSMUSG00000024206,Rfx2,22,Rfx2
ENSPEMG00000020377,ENSPEMG00000020377.2,ENSMUSG00000021613,Hapln1,15,Hapln1
ENSPEMG00000027312,ENSPEMG00000027312.1,ENSMUSG00000038495,Otud7b,6,Otud7b
ENSPEMG00000024117,ENSPEMG00000024117.2,ENSMUSG00000027340,Slc23a2,4,Slc23a2
ENSPEMG00000002770,ENSPEMG00000002770.2,ENSMUSG00000025049,Taf5,1,Taf5
ENSPEMG00000027052,ENSPEMG00000027052.1,ENSMUSG00000049511,Htr1b,7,Htr1b
ENSPEMG00000005655,ENSPEMG00000005655.2,ENSMUSG00000021198,Unc79,14,Unc79
ENSPEMG00000023618,ENSPEMG00000023618.2,ENSMUSG00000048915,Efna5,13,Efna5
ENSPEMG00000014933,ENSPEMG00000014933.2,ENSMUSG00000043635,Adamts3,10,Adamts3
ENSPEMG00000013146,ENSPEMG00000013146.2,ENSMUSG00000003617,Cp,6,Cp
ENSPEMG00000009069,ENSPEMG00000009069.2,ENSMUSG00000041482,Piezo2,19,Piezo2
ENSPEMG00000027005,ENSPEMG00000027005.1,ENSMUSG00000067201,H2-M9,21,
ENSPEMG00000027005,ENSPEMG00000027005.1,ENSMUSG00000037334,H2-M1,21,
ENSPEMG00000030860,ENSPEMG00000030860.1,ENSMUSG00000047545,Olfr629,1,Olfr629
ENSPEMG00000014887,ENSPEMG00000014887.2,ENSMUSG00000040841,Six5,1,Six5
ENSPEMG00000000468,ENSPEMG00000000468.2,ENSMUSG00000049577,Zfpm1,5,Zfpm1
ENSPEMG00000030172,ENSPEMG00000030172.1,ENSMUSG00000050281,Olfr630,1,Olfr630
ENSPEMG00000015373,ENSPEMG00000015373.2,ENSMUSG00000059995,Atxn7l3,8,Atxn7l3
ENSPEMG00000014027,ENSPEMG00000014027.2,ENSMUSG00000022560,Slc52a2,20,Slc52a2
ENSPEMG00000021608,ENSPEMG00000021608.2,ENSMUSG00000021614,Vcan,15,Vcan
ENSPEMG00000016684,ENSPEMG00000016684.2,ENSMUSG00000061455,Stx17,2,Stx17
ENSPEMG00000006154,ENSPEMG00000006154.2,ENSMUSG00000046159,Chrm3,5,Chrm3
ENSPEMG00000009121,ENSPEMG00000009121.2,ENSMUSG00000023452,Pisd,10,
ENSPEMG00000009121,ENSPEMG00000009121.2,ENSMUSG00000093574,Gm20671,10,
ENSPEMG00000020924,ENSPEMG00000020924.2,ENSMUSG00000032343,Impg1,7,Impg1
ENSPEMG00000011112,ENSPEMG00000011112.2,ENSMUSG00000026928,Card9,4,Card9
ENSPEMG00000031356,ENSPEMG00000031356.1,ENSMUSG00000077633,Gm22148,5,U6
ENSPEMG00000007413,ENSPEMG00000007413.2,,,X,5S_rRNA
ENSPEMG00000000940,ENSPEMG00000000940.2,ENSMUSG00000089203,Gm26211,22,SNORA70
ENSPEMG00000027503,ENSPEMG00000027503.1,ENSMUSG00000058662,Olfr69,1,
ENSPEMG00000027503,ENSPEMG00000027503.1,ENSMUSG00000061626,Olfr68,1,
ENSPEMG00000026758,ENSPEMG00000026758.1,ENSMUSG00000079038,D130040H23Rik,ML112659.1,
ENSPEMG00000015212,ENSPEMG00000015212.2,ENSMUSG00000071369,Map3k5,16,Map3k5
ENSPEMG00000024796,ENSPEMG00000024796.1,,,13,U6
ENSPEMG00000030626,ENSPEMG00000030626.1,ENSMUSG00000030409,Dmpk,1,Dmpk
ENSPEMG00000027694,ENSPEMG00000027694.1,,,3,U6
ENSPEMG00000015195,ENSPEMG00000015195.2,ENSMUSG00000047535,Olfr67,1,Olfr67
ENSPEMG00000000483,ENSPEMG00000000483.2,ENSMUSG00000071528,Atp5md,1,
ENSPEMG00000003239,ENSPEMG00000003239.2,,,13,
ENSPEMG00000019525,ENSPEMG00000019525.2,ENSMUSG00000040124,Gorab,11,Gorab
ENSPEMG00000031168,ENSPEMG00000031168.1,ENSMUSG00000052305,Hbb-bs,1,
ENSPEMG00000031168,ENSPEMG00000031168.1,ENSMUSG00000073940,Hbb-bt,1,
ENSPEMG00000013854,ENSPEMG00000013854.2,,,20,
ENSPEMG00000008747,ENSPEMG00000008747.2,ENSMUSG00000000167,Pih1d2,7,Pih1d2
ENSPEMG00000009899,ENSPEMG00000009899.2,ENSMUSG00000039079,Trhr2,5,Trhr2
ENSPEMG00000015760,ENSPEMG00000015760.2,ENSMUSG00000004415,Col26a1,23,Col26a1
ENSPEMG00000009027,ENSPEMG00000009027.2,,,13,
ENSPEMG00000010315,ENSPEMG00000010315.2,ENSMUSG00000025047,Pdcd11,1,Pdcd11
ENSPEMG00000027624,ENSPEMG00000027624.1,ENSMUSG00000061022,Vmn1r222,5,
ENSPEMG00000027624,ENSPEMG00000027624.1,ENSMUSG00000069299,Vmn1r188,5,
ENSPEMG00000000705,ENSPEMG00000000705.2,ENSMUSG00000002812,Flii,8,Flii
ENSPEMG00000029380,ENSPEMG00000029380.1,ENSMUSG00000033467,Crlf2,ML112659.1,
ENSPEMG00000000110,ENSPEMG00000000110.2,ENSMUSG00000020646,Mboat2,22,Mboat2
ENSPEMG00000002080,ENSPEMG00000002080.2,ENSMUSG00002076265,7SK,13,7SK
ENSPEMG00000001719,ENSPEMG00000001719.2,ENSMUSG00002076703,U1,4,U1
ENSPEMG00000016720,ENSPEMG00000016720.2,ENSMUSG00000039878,Slc39a5,18,Slc39a5
ENSPEMG00000001217,ENSPEMG00000001217.2,,,11,
ENSPEMG00000027150,ENSPEMG00000027150.1,ENSMUSG00000052187,Hbb-y,1,Hbb-y
ENSPEMG00000016094,ENSPEMG00000016094.2,ENSMUSG00000028343,Erp44,2,Erp44
ENSPEMG00000026972,ENSPEMG00000026972.1,ENSMUSG00000027341,Tmem230,4,Tmem230
ENSPEMG00000013870,ENSPEMG00000013870.2,ENSMUSG00000039457,Ppl,8,Ppl
ENSPEMG00000019123,ENSPEMG00000019123.2,ENSMUSG00000052616,Terb1,5,Terb1
ENSPEMG00000027571,ENSPEMG00000027571.1,ENSMUSG00000058200,Olfr66,1,Olfr66
ENSPEMG00000014402,ENSPEMG00000014402.2,ENSMUSG00000045934,Mtmr11,6,Mtmr11
ENSPEMG00000009147,ENSPEMG00000009147.2,ENSMUSG00000075467,Dnlz,4,Dnlz
ENSPEMG00000000854,ENSPEMG00000000854.2,ENSMUSG00000063615,Olfr64,1,Olfr64
ENSPEMG00000009181,ENSPEMG00000009181.2,ENSMUSG00000020265,Sumo3,X,
ENSPEMG00000001886,ENSPEMG00000001886.2,ENSMUSG00000099687,Olfr623,1,
ENSPEMG00000031132,ENSPEMG00000031132.1,,,18,
ENSPEMG00000002177,ENSPEMG00000002177.2,,,X,
ENSPEMG00000026269,ENSPEMG00000026269.1,ENSMUSG00000018599,Mief2,8,Mief2
ENSPEMG00000011751,ENSPEMG00000011751.2,ENSMUSG00000027342,Pcna,4,Pcna
ENSPEMG00000030809,ENSPEMG00000030809.1,,,X,
ENSPEMG00000028384,ENSPEMG00000028384.1,ENSMUSG00000042219,Olfr631,1,Olfr631
ENSPEMG00000013682,ENSPEMG00000013682.2,ENSMUSG00000026930,Gpsm1,4,Gpsm1
ENSPEMG00000008414,ENSPEMG00000008414.2,ENSMUSG00000020923,Ubtf,8,Ubtf
ENSPEMG00000013590,ENSPEMG00000013590.2,ENSMUSG00000007987,Ift22,23,Ift22
ENSPEMG00000008740,ENSPEMG00000008740.2,,,1,
ENSPEMG00000009597,ENSPEMG00000009597.2,ENSMUSG00000014498,Ankrd52,18,Ankrd52
ENSPEMG00000006710,ENSPEMG00000006710.2,ENSMUSG00000065333,Gm24928,8,U6
ENSPEMG00000005990,ENSPEMG00000005990.2,ENSMUSG00000035770,Dync1li2,5,Dync1li2
ENSPEMG00000002061,ENSPEMG00000002061.2,ENSMUSG00000002814,Top3a,8,Top3a
ENSPEMG00000006117,ENSPEMG00000006117.2,ENSMUSG00000068149,Tex13c3,X,Tex13c3
ENSPEMG00000014725,ENSPEMG00000014725.2,ENSMUSG00000024207,Acsbg2,22,Acsbg2
ENSPEMG00000029661,ENSPEMG00000029661.1,ENSMUSG00000034022,Cpsf1,20,
ENSPEMG00000002597,ENSPEMG00000002597.2,,,X,7SK
ENSPEMG00000015384,ENSPEMG00000015384.2,ENSMUSG00000037246,H2-M10.5,21,
ENSPEMG00000015384,ENSPEMG00000015384.2,ENSMUSG00000037130,H2-M10.6,21,
ENSPEMG00000015384,ENSPEMG00000015384.2,ENSMUSG00000024448,H2-M10.1,21,
ENSPEMG00000015384,ENSPEMG00000015384.2,ENSMUSG00000058124,H2-M10.3,21,
ENSPEMG00000015384,ENSPEMG00000015384.2,ENSMUSG00000023083,H2-M10.2,21,
ENSPEMG00000015384,ENSPEMG00000015384.2,ENSMUSG00000048231,H2-M10.4,21,
ENSPEMG00000011036,ENSPEMG00000011036.2,ENSMUSG00000029131,Dnajb6,ML112660.1,
ENSPEMG00000021604,ENSPEMG00000021604.2,ENSMUSG00000039473,Ubn1,8,Ubn1
ENSPEMG00000017568,ENSPEMG00000017568.2,ENSMUSG00000068856,Sf3b4,6,Sf3b4
ENSPEMG00000011362,ENSPEMG00000011362.2,ENSMUSG00000054280,Prr14l,10,
ENSPEMG00000016278,ENSPEMG00000016278.2,ENSMUSG00000033033,Calhm2,1,Calhm2
ENSPEMG00000026754,ENSPEMG00000026754.1,ENSMUSG00000016327,Atp1b4,X,Atp1b4
ENSPEMG00000027933,ENSPEMG00000027933.1,ENSMUSG00000091381,Vmn2r83,ML112662.1,
ENSPEMG00000027933,ENSPEMG00000027933.1,ENSMUSG00000091888,Vmn2r80,ML112662.1,
ENSPEMG00000027933,ENSPEMG00000027933.1,ENSMUSG00000055515,Vmn2r81,ML112662.1,
ENSPEMG00000027933,ENSPEMG00000027933.1,ENSMUSG00000091468,Vmn2r82,ML112662.1,
ENSPEMG00000021427,ENSPEMG00000021427.2,ENSMUSG00000033577,Myo6,7,Myo6
ENSPEMG00000005833,ENSPEMG00000005833.2,ENSMUSG00000065259,Snora30,1,
ENSPEMG00000024582,ENSPEMG00000024582.1,ENSMUSG00000106715,Tmem265,1,Tmem265
ENSPEMG00000010575,ENSPEMG00000010575.2,ENSMUSG00000079258,Calhm1,1,Calhm1
ENSPEMG00000025992,ENSPEMG00000025992.1,ENSMUSG00000030815,Phkg2,1,Phkg2
ENSPEMG00000025674,ENSPEMG00000025674.1,ENSMUSG00000096188,Cmtm4,5,Cmtm4
ENSPEMG00000005179,ENSPEMG00000005179.2,ENSMUSG00000084686,Gm22027,6,
ENSPEMG00000017029,ENSPEMG00000017029.2,,,ML112662.1,
ENSPEMG00000022840,ENSPEMG00000022840.2,ENSMUSG00000024209,Acsbg3,22,Acsbg3
ENSPEMG00000002833,ENSPEMG00000002833.2,,,2,
ENSPEMG00000018627,ENSPEMG00000018627.2,ENSMUSG00000094219,Calhm3,1,Calhm3
ENSPEMG00000008887,ENSPEMG00000008887.2,ENSMUSG00000038486,Sv2a,6,Sv2a
ENSPEMG00000008339,ENSPEMG00000008339.2,,,1,
ENSPEMG00000000552,ENSPEMG00000000552.2,ENSMUSG00000006435,Neurl1a,1,Neurl1a
ENSPEMG00000002082,ENSPEMG00000002082.2,ENSMUSG00000031875,Cmtm3,5,Cmtm3
ENSPEMG00000024763,ENSPEMG00000024763.1,ENSMUSG00000070550,Mrgprb4,ML112663.1,
ENSPEMG00000024763,ENSPEMG00000024763.1,ENSMUSG00000070551,Mrgprb5,ML112663.1,
ENSPEMG00000008000,ENSPEMG00000008000.2,ENSMUSG00000094520,Olfr635,1,
ENSPEMG00000008000,ENSPEMG00000008000.2,ENSMUSG00000094063,Olfr638,1,
ENSPEMG00000002148,ENSPEMG00000002148.2,ENSMUSG00000036333,Kidins220,22,Kidins220
ENSPEMG00000005026,ENSPEMG00000005026.2,,,19,U6
ENSPEMG00000029062,ENSPEMG00000029062.1,ENSMUSG00000034022,Cpsf1,20,
ENSPEMG00000011054,ENSPEMG00000011054.2,ENSMUSG00000039914,Coq10a,18,Coq10a
ENSPEMG00000031373,ENSPEMG00000031373.1,,,X,
ENSPEMG00000001497,ENSPEMG00000001497.2,ENSMUSG00000074127,Cmtm2a,5,
ENSPEMG00000001497,ENSPEMG00000001497.2,ENSMUSG00000035785,Cmtm2b,5,
ENSPEMG00000008131,ENSPEMG00000008131.2,ENSMUSG00000000168,Dlat,7,Dlat
ENSPEMG00000013153,ENSPEMG00000013153.2,,,ML112663.1,
ENSPEMG00000003060,ENSPEMG00000003060.2,ENSMUSG00000057176,Ccdc189,1,Ccdc189
ENSPEMG00000028990,ENSPEMG00000028990.1,ENSMUSG00000023571,C1qtnf12,2,C1qtnf12
ENSPEMG00000017482,ENSPEMG00000017482.2,ENSMUSG00000063354,Slc39a4,20,Slc39a4
ENSPEMG00000008051,ENSPEMG00000008051.2,ENSMUSG00000015943,Bola1,6,Bola1
ENSPEMG00000026503,ENSPEMG00000026503.1,ENSMUSG00000110430,Cmtm1,5,
ENSPEMG00000026503,ENSPEMG00000026503.1,ENSMUSG00000031876,Gm45711,5,
ENSPEMG00000020708,ENSPEMG00000020708.2,ENSMUSG00000024212,Mllt1,22,Mllt1
ENSPEMG00000024373,ENSPEMG00000024373.1,ENSMUSG00000070550,Mrgprb4,ML112663.1,
ENSPEMG00000024373,ENSPEMG00000024373.1,ENSMUSG00000070551,Mrgprb5,ML112663.1,
ENSPEMG00000015275,ENSPEMG00000015275.2,ENSMUSG00000025381,Cnpy2,18,Cnpy2
ENSPEMG00000026229,ENSPEMG00000026229.1,ENSMUSG00000040113,Mettl11b,11,Mettl11b
ENSPEMG00000005781,ENSPEMG00000005781.2,ENSMUSG00000050796,B3galt6,2,B3galt6
ENSPEMG00000025720,ENSPEMG00000025720.1,ENSMUSG00000063689,H2ac21,6,H2ac21
ENSPEMG00000000227,ENSPEMG00000000227.2,ENSMUSG00000054400,Cklf,5,Cklf
ENSPEMG00000010425,ENSPEMG00000010425.2,ENSMUSG00000029076,Sdf4,2,Sdf4
ENSPEMG00000008763,ENSPEMG00000008763.2,ENSMUSG00000068855,H2ac20,6,H2ac20
ENSPEMG00000000051,ENSPEMG00000000051.2,ENSMUSG00000032064,Dixdc1,7,Dixdc1
ENSPEMG00000002617,ENSPEMG00000002617.2,ENSMUSG00000030816,Rnf40,1,Rnf40
ENSPEMG00000028197,ENSPEMG00000028197.1,ENSMUSG00000031424,Kir3dl1,ML112664.1,
ENSPEMG00000028197,ENSPEMG00000028197.1,ENSMUSG00000057439,Kir3dl2,ML112664.1,
ENSPEMG00000026085,ENSPEMG00000026085.1,ENSMUSG00000068854,H2bc21,6,H2bc21
ENSPEMG00000028487,ENSPEMG00000028487.1,,,21,
ENSPEMG00000025545,ENSPEMG00000025545.1,ENSMUSG00000031424,Kir3dl1,ML112664.1,
ENSPEMG00000025545,ENSPEMG00000025545.1,ENSMUSG00000057439,Kir3dl2,ML112664.1,
ENSPEMG00000026231,ENSPEMG00000026231.1,ENSMUSG00000100210,H3c7,6,
ENSPEMG00000018505,ENSPEMG00000018505.2,ENSMUSG00000005682,Pan2,18,Pan2
ENSPEMG00000021242,ENSPEMG00000021242.2,ENSMUSG00000045019,Acer1,22,Acer1
ENSPEMG00000024811,ENSPEMG00000024811.1,ENSMUSG00000063954,H2ac19,6,H2ac19
ENSPEMG00000030812,ENSPEMG00000030812.1,,,1,U6
ENSPEMG00000005634,ENSPEMG00000005634.2,ENSMUSG00000024970,Spindoc,1,Spindoc
ENSPEMG00000030515,ENSPEMG00000030515.1,,,6,
ENSPEMG00000004742,ENSPEMG00000004742.2,ENSMUSG00000119719,U6,16,U6
ENSPEMG00000030275,ENSPEMG00000030275.1,ENSMUSG00000100210,H3c7,6,
ENSPEMG00000016672,ENSPEMG00000016672.2,ENSMUSG00000029075,Tnfrsf4,2,Tnfrsf4
ENSPEMG00000009546,ENSPEMG00000009546.2,ENSMUSG00000002660,Clpp,22,Clpp
ENSPEMG00000030473,ENSPEMG00000030473.1,ENSMUSG00000031424,Kir3dl1,ML112664.1,
ENSPEMG00000030473,ENSPEMG00000030473.1,ENSMUSG00000057439,Kir3dl2,ML112664.1,
ENSPEMG00000014137,ENSPEMG00000014137.2,ENSMUSG00000028344,Invs,2,Invs
ENSPEMG00000005995,ENSPEMG00000005995.2,ENSMUSG00000049323,Smcr8,8,Smcr8
ENSPEMG00000015536,ENSPEMG00000015536.2,ENSMUSG00000053080,2700081O15Rik,1,2700081O15Rik
ENSPEMG00000013602,ENSPEMG00000013602.2,ENSMUSG00000048038,Ccdc187,4,Ccdc187
ENSPEMG00000026346,ENSPEMG00000026346.1,ENSMUSG00000105827,H2bc18,6,H2bc18
ENSPEMG00000011161,ENSPEMG00000011161.2,ENSMUSG00000019054,Fis1,23,Fis1
ENSPEMG00000028695,ENSPEMG00000028695.1,ENSMUSG00000061022,Vmn1r222,5,
ENSPEMG00000028695,ENSPEMG00000028695.1,ENSMUSG00000069299,Vmn1r188,5,
ENSPEMG00000024383,ENSPEMG00000024383.1,ENSMUSG00000040621,Gemin8,X,
ENSPEMG00000028198,ENSPEMG00000028198.1,,,5,
ENSPEMG00000012179,ENSPEMG00000012179.2,ENSMUSG00000031594,Fgl1,17,Fgl1
